volume_id,company_id,date,buy_volume,sell_volume,net_volume
306161,5990,10-12-2022,52017,97613,-45596
809192,3116,23-07-2024,11050,84825,-73775
527374,2450,22-01-2024,39270,51519,-12249
622737,9672,05-09-2024,28839,95594,-66755
819775,5817,03-06-2024,40529,41497,-968
841692,2426,23-03-2024,73093,48645,24448
747872,6229,08-06-2022,34544,49380,-14836
909194,5685,03-03-2023,70879,95990,-25111
335894,9023,22-07-2022,42123,54463,-12340
972559,3072,18-02-2023,31280,66892,-35612
692271,9743,26-05-2023,98533,87461,11072
415175,5382,19-08-2024,60438,55142,5296
387030,4595,03-02-2023,86775,77510,9265
845585,5882,05-08-2024,72271,17378,54893
549910,6917,26-05-2022,63214,48018,15196
470516,3194,27-01-2023,50698,73789,-23091
956011,7256,17-06-2024,52594,94360,-41766
627278,3934,16-10-2021,12276,81128,-68852
420905,6229,23-11-2022,99117,99267,-150
968945,5427,08-08-2023,18150,70638,-52488
313398,8026,16-05-2022,19239,73239,-54000
788935,1768,21-10-2021,4793,64518,-59725
784296,7330,18-01-2024,58512,7286,51226
751952,4798,10-12-2023,71258,28296,42962
541355,8469,07-02-2022,89519,21677,67842
791950,1008,17-05-2024,39590,84769,-45179
879918,8358,14-12-2022,45128,1131,43997
809561,2857,29-10-2021,61759,30023,31736
854558,2868,23-09-2022,53163,81751,-28588
632366,6229,26-05-2023,57298,92337,-35039
527305,1165,13-08-2022,98125,26864,71261
321474,2085,04-02-2023,23360,51275,-27915
180969,5158,22-08-2023,20878,70540,-49662
259412,2982,28-08-2022,71000,61412,9588
378937,4574,09-04-2023,10760,26343,-15583
180439,8357,21-06-2022,17638,12423,5215
282417,1082,29-06-2022,57565,3111,54454
710722,1497,09-06-2024,66695,4698,61997
800665,8987,16-11-2021,64665,5144,59521
314994,8343,31-12-2022,69030,64302,4728
946366,9060,12-12-2021,76723,55338,21385
885458,9951,27-08-2023,58680,81085,-22405
871050,5386,30-06-2022,53592,90241,-36649
922776,5336,30-01-2023,67934,16803,51131
782734,1213,27-10-2021,68491,32192,36299
461115,1176,11-11-2021,15179,94288,-79109
807298,9901,25-06-2024,73413,24462,48951
431111,9910,01-05-2023,51057,41647,9410
373429,3291,31-01-2023,34506,11276,23230
223220,4198,26-07-2023,92800,36445,56355
724574,5079,17-03-2022,9611,90035,-80424
277909,8992,19-05-2023,87878,96107,-8229
497871,5770,23-03-2024,71231,3627,67604
490224,8576,18-05-2023,52841,4393,48448
742464,7330,10-11-2023,55865,46390,9475
158801,8036,14-08-2023,72455,63333,9122
872265,1735,19-11-2021,92470,25970,66500
558647,1768,15-08-2023,94899,58896,36003
113930,5288,21-08-2024,59328,65100,-5772
872582,6318,08-07-2024,75781,22537,53244
366217,4177,06-08-2023,77638,49244,28394
438207,4059,26-02-2023,38197,54561,-16364
506558,1308,29-10-2023,96445,33815,62630
852430,9644,21-04-2022,13891,98279,-84388
547293,2049,04-03-2022,44865,81886,-37021
579343,1227,17-05-2023,92672,6403,86269
851549,4539,26-08-2022,4514,87081,-82567
718527,9841,23-10-2023,79676,98236,-18560
448625,7470,25-05-2022,51503,33153,18350
508178,1497,16-12-2021,65121,89249,-24128
656489,8691,05-05-2024,68999,96688,-27689
257419,9309,09-12-2021,22810,13548,9262
810126,6149,30-09-2022,55285,49456,5829
456191,9865,07-06-2023,13486,93926,-80440
119317,5126,23-11-2021,45351,17564,27787
551156,1176,04-01-2024,21230,25052,-3822
854901,6284,24-09-2023,14506,9647,4859
249945,7022,08-11-2022,25491,25239,252
788980,8358,25-04-2023,57280,40353,16927
371838,9023,27-03-2022,97595,30815,66780
703912,8166,30-05-2022,29429,15365,14064
432965,2672,01-07-2024,70293,82550,-12257
564896,5575,10-02-2024,22114,4324,17790
314517,1833,22-12-2022,87712,26267,61445
342588,6735,10-06-2023,19127,20799,-1672
526224,3411,27-09-2022,7726,65098,-57372
625073,2230,25-10-2021,93766,96269,-2503
320757,4261,02-12-2022,94469,34503,59966
286546,7530,12-06-2023,1112,41371,-40259
925318,8425,18-05-2022,61327,69022,-7695
378588,6023,24-12-2023,46780,55178,-8398
699719,9474,25-04-2023,69599,32974,36625
254809,6083,18-07-2022,12822,58000,-45178
943361,4689,22-03-2023,47956,42669,5287
489591,1176,02-06-2024,84444,1927,82517
149577,6379,12-10-2023,78838,45827,33011
359306,2105,25-10-2022,86937,90083,-3146
460918,9713,22-02-2022,3647,58057,-54410
259064,9474,17-01-2024,23195,9004,14191
445621,8999,26-06-2024,24677,66497,-41820
967130,8267,24-09-2023,39574,20382,19192
677056,4363,14-10-2023,73586,87395,-13809
703513,2288,09-10-2022,15153,18592,-3439
379364,4461,12-08-2022,52657,41055,11602
686201,8999,24-10-2021,71338,63554,7784
574515,8037,21-08-2023,94603,25574,69029
681085,8358,19-11-2021,21210,23851,-2641
956977,4676,29-11-2023,3281,40278,-36997
803620,3050,27-07-2024,24677,30270,-5593
845723,1496,29-11-2022,99534,66308,33226
585500,5941,30-09-2021,45499,55929,-10430
207514,5941,10-04-2022,94595,72474,22121
846731,7223,12-09-2024,25340,32317,-6977
958508,3559,02-06-2024,72911,30068,42843
461716,1351,23-04-2024,13089,12143,946
271928,7095,02-01-2022,49578,33350,16228
926051,1302,01-03-2024,43816,41542,2274
323498,4432,14-08-2024,69314,70353,-1039
123701,9951,12-08-2024,77142,4552,72590
252665,4606,15-06-2023,88578,74906,13672
139571,8469,04-09-2022,45371,97984,-52613
218636,1768,22-06-2023,72176,57606,14570
576312,3267,21-03-2023,34456,43782,-9326
585184,7838,07-08-2023,29971,84727,-54756
501103,3411,18-08-2023,58056,61339,-3283
786381,1194,17-04-2022,18035,49519,-31484
197007,2476,23-07-2022,99206,86625,12581
238682,4367,05-11-2022,13771,54945,-41174
870526,1785,22-07-2023,7531,30465,-22934
321251,4107,21-03-2022,20584,79281,-58697
381850,5632,24-03-2024,75747,88701,-12954
411346,5157,17-06-2022,70238,81564,-11326
351531,3461,22-09-2023,84746,4941,79805
240491,9731,23-06-2022,95114,19143,75971
307287,2556,26-03-2024,1520,62826,-61306
117065,9910,24-10-2021,59781,80834,-21053
477220,2288,11-12-2022,58945,59122,-177
450053,7530,05-01-2024,33537,41680,-8143
245709,4726,05-05-2022,30292,99620,-69328
600230,8702,29-06-2022,62706,17456,45250
404193,4198,07-11-2021,90747,42271,48476
869305,8989,26-06-2022,44443,8971,35472
586735,6917,14-09-2024,82223,82625,-402
614739,5575,19-06-2022,39963,18825,21138
175349,5626,03-04-2022,79106,99421,-20315
120904,5386,09-06-2024,46743,34596,12147
416108,9841,17-06-2023,70836,51723,19113
657595,4363,10-09-2023,64890,7448,57442
624919,8218,13-07-2023,81286,38336,42950
508367,9317,01-10-2021,25260,65020,-39760
661470,9322,01-08-2024,77114,4658,72456
831829,2611,13-12-2023,77532,88248,-10716
676089,9910,08-11-2023,80860,73409,7451
739698,6379,24-03-2024,87645,61575,26070
988845,6319,13-01-2022,27298,81455,-54157
330400,8037,25-12-2021,36958,70027,-33069
780453,7401,30-03-2022,70443,16755,53688
372794,6115,05-03-2023,17593,55005,-37412
631806,6726,06-12-2021,10388,90451,-80063
693120,9470,07-02-2022,5739,5874,-135
397931,2193,10-11-2022,83888,30117,53771
554416,6880,20-08-2024,99691,24311,75380
567999,8351,11-08-2022,63410,35274,28136
268036,4237,24-10-2023,70766,91660,-20894
928154,8925,04-09-2022,60289,30805,29484
989361,8989,09-04-2024,78122,69370,8752
361110,8773,08-12-2022,49288,66395,-17107
886495,4272,06-12-2023,65831,43744,22087
792233,3194,27-05-2023,83425,6971,76454
559978,1537,07-09-2024,33951,56535,-22584
522127,3498,31-07-2022,15286,12180,3106
711265,9474,26-04-2023,64016,68188,-4172
163385,2011,13-03-2022,55946,65605,-9659
754986,9295,07-06-2024,89577,88609,968
960353,3692,21-12-2021,28249,56948,-28699
462825,4367,20-11-2022,46459,19120,27339
346768,5171,25-08-2022,71967,55861,16106
237746,1250,23-04-2023,89659,87624,2035
381501,7330,17-01-2024,9788,71756,-61968
345246,2901,11-09-2024,6095,41121,-35026
201173,9255,02-07-2023,97172,70410,26762
757375,5894,16-12-2021,15774,19159,-3385
753452,7901,26-04-2023,62978,29606,33372
529804,9042,28-05-2024,30920,46499,-15579
977141,8905,30-06-2023,5000,47449,-42449
186226,3453,07-11-2022,44609,56013,-11404
900957,9672,02-02-2023,21693,11670,10023
117930,1213,10-02-2024,1153,83993,-82840
760426,6379,04-02-2022,9565,67949,-58384
989909,1497,26-11-2021,2939,41430,-38491
289858,3108,08-09-2024,30637,62224,-31587
806625,2192,23-06-2022,52190,74034,-21844
365476,3712,09-03-2023,62267,23120,39147
604665,4798,21-04-2022,35597,19828,15769
275798,1165,03-07-2022,11237,84582,-73345
155608,5597,26-03-2022,95172,27913,67259
772880,6115,23-01-2023,4486,38254,-33768
869271,9596,16-01-2023,15925,99895,-83970
445064,5749,05-08-2022,20598,72043,-51445
185983,5990,22-02-2024,33054,88154,-55100
810231,4241,31-07-2024,79801,85071,-5270
516564,4309,16-05-2023,94913,88626,6287
584278,8460,03-12-2023,55677,60230,-4553
556428,2011,15-02-2022,27518,54488,-26970
712546,6115,11-04-2022,21699,83387,-61688
623595,3721,10-06-2022,56595,73305,-16710
169284,3267,09-08-2024,51568,50593,975
167770,2074,02-06-2024,75786,24743,51043
837285,6663,24-07-2022,18853,35230,-16377
646593,1869,28-07-2023,21639,39983,-18344
561161,5249,07-05-2023,19265,59063,-39798
577328,5459,28-10-2022,46580,22494,24086
795230,4369,07-07-2024,53339,73590,-20251
121607,9255,14-06-2023,72895,38285,34610
233047,8036,29-02-2024,34886,73586,-38700
932509,1082,28-08-2024,94349,61144,33205
516804,6080,14-05-2024,10752,20937,-10185
373145,2733,12-11-2022,95230,1455,93775
545373,2476,01-12-2021,33940,29051,4889
465414,8702,20-12-2023,30227,93125,-62898
593603,5814,16-06-2023,12342,19004,-6662
491407,2640,13-09-2022,65331,86329,-20998
516707,8989,13-06-2022,84286,74402,9884
536497,7072,22-04-2023,25063,99439,-74376
416583,2556,02-06-2023,68480,39769,28711
754615,5319,25-01-2022,14660,89626,-74966
660279,6318,30-12-2022,31133,78977,-47844
727969,9322,04-01-2024,56200,37371,18829
681989,6347,27-04-2024,87631,41532,46099
235690,9818,05-11-2021,16963,63838,-46875
926905,2476,07-12-2023,20689,78308,-57619
218450,9478,15-12-2022,70443,59484,10959
695662,6115,24-06-2023,83384,2889,80495
716012,9817,23-02-2023,93924,59137,34787
273207,6016,25-12-2021,88178,47187,40991
845599,9619,27-07-2022,74688,42552,32136
849321,2251,13-01-2024,73747,19042,54705
820494,9619,09-06-2024,60601,89997,-29396
440308,9004,04-12-2022,30798,84927,-54129
412215,2105,03-07-2023,72657,94126,-21469
467590,1386,01-06-2023,18524,60600,-42076
106746,8516,24-02-2022,96776,51295,45481
966855,2139,27-03-2022,16515,52349,-35834
894445,4237,08-06-2024,7770,72278,-64508
778084,5941,22-09-2024,29448,80433,-50985
942111,2450,15-11-2022,66139,98102,-31963
882461,6290,10-01-2024,14170,51411,-37241
354964,7732,04-02-2023,61914,90223,-28309
163131,4165,19-06-2022,44908,93623,-48715
914326,9619,14-10-2021,15548,70435,-54887
583637,9010,26-09-2021,53740,4037,49703
725023,5604,15-11-2022,71466,1033,70433
583693,3692,23-11-2021,15707,91269,-75562
986765,8773,01-01-2024,5020,97365,-92345
241081,3891,25-08-2022,96091,83550,12541
180871,3308,11-10-2022,83557,59328,24229
511763,8817,10-04-2024,33829,52759,-18930
261892,7443,25-03-2023,86618,7916,78702
914026,4735,30-10-2021,49939,33109,16830
696352,2711,13-03-2022,20231,93422,-73191
744113,4567,01-12-2023,28976,75605,-46629
358414,9327,15-07-2024,94119,37772,56347
162053,7395,04-01-2022,11111,8067,3044
878694,8513,06-05-2024,97075,76653,20422
401535,4369,03-05-2024,61748,5885,55863
583378,4574,22-06-2024,33276,46911,-13635
750324,2398,06-01-2023,90252,18568,71684
623627,9672,07-04-2022,81310,4076,77234
857423,4399,24-06-2022,18823,70927,-52104
942030,4567,20-04-2022,46236,43145,3091
455614,1496,01-07-2022,30923,82895,-51972
713869,4432,06-07-2024,19893,98788,-78895
483962,2579,11-06-2022,42176,11721,30455
631298,7204,09-08-2024,5353,45686,-40333
223526,3222,09-02-2022,82500,10903,71597
897367,3050,25-07-2024,79941,25423,54518
700973,6726,04-12-2023,88173,25797,62376
905796,1250,25-02-2022,50572,63540,-12968
375016,5247,23-06-2024,37556,4826,32730
234720,5853,31-12-2021,89871,39607,50264
147409,1179,25-10-2023,91649,91056,593
527456,2426,30-09-2023,86565,19645,66920
622421,4165,23-04-2023,91484,54695,36789
665093,4198,12-11-2023,51202,63580,-12378
787810,4461,29-09-2023,48164,90885,-42721
271410,5336,01-07-2023,17546,41630,-24084
746689,5328,14-08-2023,95357,90113,5244
999345,9225,27-08-2023,17740,41145,-23405
382124,2688,30-01-2024,10392,37977,-27585
898718,5171,12-02-2022,57973,96409,-38436
868639,8725,19-12-2022,68590,84933,-16343
452699,7174,26-08-2023,26850,2596,24254
130554,9441,15-03-2023,88146,86452,1694
734899,7395,21-07-2022,77452,67195,10257
733818,2579,19-10-2022,61704,19105,42599
733858,1165,11-04-2022,29263,44493,-15230
649566,1250,05-08-2023,36177,9525,26652
848849,7036,18-01-2023,97436,23427,74009
355511,4208,12-01-2023,38955,35943,3012
385187,1008,18-05-2024,27713,8834,18879
584979,7152,15-08-2022,7353,89556,-82203
792075,2929,05-07-2024,36086,8332,27754
755343,9225,27-03-2022,71498,62011,9487
714515,5817,23-05-2024,9927,50351,-40424
199615,3703,24-04-2023,5330,42136,-36806
784210,5974,22-07-2023,58399,59554,-1155
115246,2213,18-04-2024,2508,23443,-20935
602387,4595,21-08-2023,99331,65140,34191
921351,5817,21-12-2021,73694,92629,-18935
629493,3461,21-02-2024,97024,37298,59726
865730,4703,01-01-2023,29103,57266,-28163
254149,5478,27-12-2023,84836,70045,14791
822436,5288,28-05-2022,86970,12245,74725
791237,7264,07-07-2022,74446,33359,41087
448988,4676,16-03-2023,63146,82846,-19700
571953,4780,12-11-2023,80568,15171,65397
807569,9474,24-11-2023,24767,43087,-18320
918867,5484,12-12-2023,29444,61528,-32084
504920,6324,09-03-2022,50925,36664,14261
378510,2556,15-05-2023,89325,48185,41140
485966,2074,05-05-2024,52404,1559,50845
904405,5966,08-12-2023,53946,17717,36229
465459,4224,28-11-2021,52605,64886,-12281
226707,3572,13-05-2022,41161,10657,30504
978267,9255,20-01-2022,97190,59640,37550
708293,3222,10-06-2023,94362,13091,81271
814960,9538,04-12-2023,87191,64695,22496
539846,8622,21-09-2022,28701,25614,3087
610004,3292,29-01-2024,61359,95473,-34114
551088,5965,16-07-2022,53658,34216,19442
735467,4811,20-06-2022,73575,56713,16862
472915,2011,06-05-2023,55384,30881,24503
805075,1785,05-06-2023,45014,51009,-5995
520475,5770,18-11-2022,55409,75578,-20169
521449,8800,04-06-2024,94257,99986,-5729
226619,7395,19-05-2024,68355,46476,21879
861125,7680,25-06-2023,39178,88590,-49412
737407,2217,30-04-2023,79518,63711,15807
181849,1448,16-06-2022,59199,9615,49584
581000,2785,06-09-2022,11089,49897,-38808
772007,1341,20-02-2022,45506,16003,29503
499546,4127,20-08-2024,56895,39641,17254
101517,1926,14-10-2021,19886,82473,-62587
915243,7510,30-12-2022,95717,86921,8796
578102,7443,06-01-2022,90926,12247,78679
576103,5319,14-08-2022,89350,8829,80521
715518,5685,26-02-2023,33235,93413,-60178
517685,2251,16-02-2022,34946,15988,18958
999548,5990,22-09-2024,3032,89055,-86023
868113,9082,04-10-2021,12179,67084,-54905
916426,3776,25-05-2022,70150,15553,54597
492284,2355,05-04-2023,40347,99474,-59127
141234,8622,03-07-2022,25211,54513,-29302
908283,5180,12-01-2023,36186,52565,-16379
294304,2579,14-05-2023,40455,59268,-18813
582975,1179,20-08-2023,17626,32691,-15065
859024,1504,25-11-2021,56806,63106,-6300
810771,1461,04-10-2021,50148,60265,-10117
871224,6284,06-05-2024,77404,38940,38464
671456,6663,28-08-2024,91212,43601,47611
118031,9817,27-08-2023,57903,37304,20599
652841,2398,03-12-2023,65079,14745,50334
797025,2939,06-07-2024,61336,58938,2398
883167,4399,15-12-2022,58622,85065,-26443
296065,7395,27-11-2021,23120,49400,-26280
105072,8226,07-12-2021,19245,70005,-50760
828126,5464,26-01-2023,61582,46884,14698
391026,9295,13-05-2022,1876,79729,-77853
783780,7732,01-10-2023,87766,16647,71119
669051,1496,02-03-2023,55502,18622,36880
654382,3319,08-03-2022,74689,68699,5990
799309,9255,27-06-2023,13604,14179,-575
731021,5597,12-11-2021,20541,58288,-37747
571889,9007,10-09-2024,7279,60677,-53398
583790,6690,30-03-2024,66671,80881,-14210
757891,4399,16-12-2023,37476,65260,-27784
640762,7662,17-07-2022,23711,90142,-66431
650439,2011,03-01-2022,34116,4151,29965
935583,8218,21-02-2024,68354,61621,6733
392641,9535,03-06-2023,20317,8105,12212
797615,5484,11-10-2023,33119,96416,-63297
707907,2330,15-08-2023,13673,98965,-85292
235917,4461,06-03-2022,16426,6520,9906
441227,3828,10-08-2023,48742,19326,29416
650603,5336,06-12-2021,28525,38976,-10451
423124,1016,10-11-2021,2977,30593,-27616
864299,6691,29-03-2024,98457,11492,86965
773384,2139,30-11-2022,80926,58882,22044
675531,7415,23-08-2024,44840,5717,39123
818260,5079,28-10-2022,27624,97017,-69393
217495,4663,30-12-2023,11291,33828,-22537
188474,5019,20-04-2022,92350,91689,661
879611,6361,01-11-2023,44298,19064,25234
308907,8319,24-08-2022,70793,58449,12344
501756,2288,07-04-2023,41178,94098,-52920
143795,8037,15-03-2023,65625,77232,-11607
980733,1008,06-04-2024,77327,80322,-2995
128474,1954,19-09-2024,73754,87613,-13859
981034,2330,05-10-2021,28206,89539,-61333
376206,7838,10-10-2022,18195,20038,-1843
160206,2672,07-09-2022,8554,65377,-56823
288748,9951,30-06-2023,98154,75057,23097
211916,4574,14-08-2023,83852,2212,81640
811068,9694,05-01-2024,5084,43995,-38911
141730,5525,28-08-2024,40612,14085,26527
823472,8989,13-08-2022,49416,27908,21508
508768,6969,29-06-2022,55898,77605,-21707
798714,5604,20-05-2023,12802,96266,-83464
128667,3264,14-11-2023,83848,41555,42293
253289,9248,15-09-2024,44617,39920,4697
140764,4177,24-09-2024,5390,7586,-2196
889992,3308,01-02-2023,44254,31383,12871
818142,5966,18-07-2023,57975,82489,-24514
150680,3461,10-11-2022,77013,87733,-10720
700084,3703,24-04-2022,97356,41222,56134
469602,9327,27-01-2023,91215,22756,68459
679889,6821,31-08-2023,12594,11335,1259
238440,4896,25-03-2023,56880,65901,-9021
733813,8905,30-04-2022,5390,5796,-406
526933,9787,14-05-2022,71244,32824,38420
657560,1644,01-08-2024,71428,42535,28893
319909,5336,13-02-2024,55301,33783,21518
884319,9317,28-09-2022,57741,10620,47121
746695,2857,02-09-2024,12641,2625,10016
863957,7290,30-01-2022,50507,76539,-26032
568135,1118,02-05-2022,45155,42555,2600
834409,4699,15-05-2024,2284,69523,-67239
467541,5597,24-12-2022,53207,33128,20079
909733,2089,08-07-2022,58365,40507,17858
294728,7917,05-03-2023,22189,53378,-31189
453424,4243,06-12-2022,4226,57831,-53605
542783,4309,25-10-2022,64385,75654,-11269
695889,8702,27-06-2024,14787,50167,-35380
257695,4100,16-12-2022,91576,56853,34723
891114,5705,23-05-2023,16956,70260,-53304
751289,5957,26-03-2022,39167,94020,-54853
947535,9865,22-01-2024,8746,90999,-82253
726825,9719,21-08-2024,21540,34991,-13451
766367,6917,23-02-2024,73756,21361,52395
166942,5785,08-01-2023,78145,12832,65313
765274,2821,30-10-2021,19953,1865,18088
769851,5126,02-08-2024,25370,16063,9307
543433,2640,27-02-2024,31821,69199,-37378
576853,8992,30-05-2023,98505,72761,25744
372219,9007,05-11-2023,99237,47014,52223
233385,5785,05-11-2021,99412,55475,43937
350743,3559,11-09-2022,55400,76380,-20980
516528,5770,17-08-2023,53371,2367,51004
899546,3934,23-10-2022,2483,15519,-13036
467128,2215,20-11-2023,77256,48786,28470
667702,1227,29-05-2022,79345,69813,9532
457059,5965,08-03-2023,50652,25525,25127
381853,9042,17-06-2024,92600,78165,14435
515769,8350,25-10-2022,96996,79673,17323
934627,9042,04-01-2023,12728,94851,-82123
366857,1173,26-03-2022,67997,94954,-26957
414718,8576,30-06-2024,69761,43868,25893
391116,8905,30-04-2022,47921,39397,8524
763694,2355,21-06-2024,42226,41783,443
796113,3851,18-10-2022,47825,31025,16800
450168,9951,30-11-2021,65872,48514,17358
853172,9317,28-05-2022,46891,61238,-14347
739830,1566,16-06-2022,22834,84059,-61225
190807,1977,27-04-2023,18681,19697,-1016
666497,8166,14-11-2022,38661,30009,8652
856601,4780,05-11-2022,28542,69178,-40636
305363,3791,24-02-2022,44293,66638,-22345
921235,4703,28-08-2023,46887,82245,-35358
808141,3022,14-01-2022,13425,54591,-41166
131884,1977,07-07-2024,44728,64908,-20180
909428,1833,20-02-2024,90833,56793,34040
243363,8051,03-02-2022,39315,49618,-10303
908765,7810,27-05-2023,69168,14863,54305
570989,7443,21-08-2023,88381,13633,74748
235743,4663,22-07-2024,73483,62030,11453
697094,8976,04-01-2023,3787,44414,-40627
856990,1103,30-06-2024,31165,89445,-58280
509435,9478,16-03-2024,62562,59402,3160
624315,9317,21-08-2022,67182,75049,-7867
482785,2857,21-10-2022,79653,94446,-14793
736017,8166,29-04-2023,22679,77514,-54835
355495,5604,17-04-2024,45915,99753,-53838
552674,4532,12-04-2024,72894,30367,42527
505657,8051,12-10-2023,49103,89446,-40343
893884,9535,25-04-2022,12251,52050,-39799
672817,8953,05-11-2022,10856,88799,-77943
157618,6347,07-06-2024,44507,37432,7075
883468,9322,27-11-2021,2046,30309,-28263
617672,1227,19-11-2022,26547,12476,14071
834235,4597,31-10-2022,63410,40166,23244
840087,5007,30-03-2024,36611,10746,25865
951551,7917,15-07-2023,60384,96434,-36050
872151,6149,07-10-2023,46764,29216,17548
365922,8817,02-10-2023,66707,2313,64394
221530,6880,23-05-2022,2505,32692,-30187
210801,9309,24-01-2024,54761,87631,-32870
431601,1396,18-11-2021,7507,96773,-89266
454605,7223,18-06-2023,11852,76209,-64357
823662,2105,16-06-2024,64307,16651,47656
949380,8976,29-01-2022,30159,59664,-29505
736637,5427,16-03-2022,45798,94865,-49067
573993,4699,13-08-2024,17786,16266,1520
961658,8218,07-04-2022,59670,36835,22835
934157,2857,21-12-2022,74450,70685,3765
695229,1173,05-02-2023,11260,72976,-61716
176799,6023,22-05-2023,73141,95934,-22793
564180,4478,02-09-2024,36607,57310,-20703
102344,3721,12-10-2023,19977,79268,-59291
553783,2745,11-10-2022,83130,58971,24159
389665,2692,15-11-2023,85052,12570,72482
408407,1179,03-09-2024,75851,9823,66028
878874,3498,20-10-2021,76783,13195,63588
412890,9223,31-01-2022,84570,74529,10041
314994,5330,11-02-2023,65694,90214,-24520
597004,4224,15-12-2023,36430,21565,14865
402552,9865,11-05-2022,60695,12355,48340
700709,4346,22-04-2023,78094,43128,34966
490296,1807,14-07-2022,63004,46268,16736
278911,2579,19-04-2024,24131,65473,-41342
494259,5770,14-10-2023,46346,66284,-19938
142162,1948,18-09-2022,3854,33000,-29146
971713,5817,25-11-2022,28112,6066,22046
271964,8358,28-08-2023,47958,30730,17228
297987,1376,11-06-2024,87056,75449,11607
563726,2193,12-01-2022,90972,68761,22211
865033,7510,16-01-2024,47327,19764,27563
940432,2688,14-06-2023,37504,70032,-32528
774472,2611,11-07-2024,20188,56283,-36095
728410,3791,04-12-2021,59979,56085,3894
349163,6347,20-11-2023,82127,15222,66905
374066,9644,05-03-2022,29634,50554,-20920
107295,8740,17-08-2022,94660,40453,54207
994290,2579,10-06-2024,6327,46596,-40269
602368,8218,02-12-2021,60920,19112,41808
744007,6965,09-12-2023,5448,17970,-12522
998596,1553,17-06-2024,26347,92197,-65850
884128,2623,12-12-2021,10637,82544,-71907
921205,4567,25-04-2022,79618,91626,-12008
755984,2901,01-08-2024,9894,13708,-3814
174033,3821,03-12-2023,8617,26790,-18173
585272,8797,19-12-2023,89302,71450,17852
760592,2863,01-07-2023,44049,27891,16158
885465,7670,26-09-2022,66233,15753,50480
390537,4689,07-11-2023,12774,57498,-44724
283851,1386,11-07-2022,37616,51529,-13913
732163,8051,13-01-2022,26860,39125,-12265
180550,6726,06-05-2024,64672,68111,-3439
868007,6452,13-01-2023,91591,9107,82484
336456,2611,23-10-2021,1769,30385,-28616
491154,7732,10-02-2024,95723,67796,27927
582946,3712,21-10-2021,97755,47897,49858
552479,4091,09-04-2022,79675,3914,75761
338382,1553,18-12-2022,10955,30930,-19975
656479,3144,28-02-2022,5907,1894,4013
492399,4309,03-07-2024,79739,8052,71687
856910,5894,16-06-2024,70234,25962,44272
569416,6563,20-06-2024,57501,79120,-21619
766440,1461,30-08-2022,12456,61693,-49237
853730,4595,19-03-2023,43204,33494,9710
683843,5385,06-02-2024,80587,76852,3735
195789,1302,16-06-2022,40222,9934,30288
100930,8351,13-02-2023,25461,22458,3003
162211,2640,24-02-2023,30008,73431,-43423
851098,4363,15-07-2022,22786,14872,7914
137361,8800,10-10-2022,8083,78839,-70756
881988,1977,16-04-2024,2662,59681,-57019
698814,4689,15-03-2024,5729,64861,-59132
734050,4999,04-08-2022,1363,24888,-23525
199905,6937,01-03-2022,99536,99787,-251
620694,1216,29-11-2021,69601,41641,27960
929971,3776,04-10-2021,2709,16463,-13754
686474,7204,17-10-2023,17652,31755,-14103
491222,2821,17-04-2022,60127,18239,41888
868988,6476,25-03-2024,18115,44501,-26386
372204,7838,16-09-2023,33426,65389,-31963
835463,1644,03-09-2022,69721,31341,38380
826643,9197,14-10-2023,70436,43035,27401
799014,7415,23-08-2022,4247,12603,-8356
737987,4086,27-04-2024,58349,40453,17896
405915,7470,12-03-2022,38322,32845,5477
949956,8516,09-05-2023,18880,66233,-47353
949828,9353,15-07-2022,56707,97707,-41000
417017,6539,04-06-2024,74081,70459,3622
519902,8267,30-09-2021,99875,41487,58388
548917,2450,13-12-2021,37769,75104,-37335
854643,5330,24-01-2023,79584,5697,73887
773771,4595,28-02-2024,21112,58303,-37191
909055,2745,22-07-2022,81831,51449,30382
942097,4100,11-10-2021,55526,49811,5715
809526,2192,02-03-2022,14163,78266,-64103
483710,8218,25-10-2022,45824,32373,13451
820006,1103,09-03-2022,56065,81912,-25847
725546,8343,10-08-2022,41669,45028,-3359
578700,2984,21-06-2023,86948,39740,47208
354658,2640,04-03-2024,35716,44150,-8434
348506,1496,03-05-2023,22241,96031,-73790
327093,6726,19-03-2022,53971,52423,1548
983213,2692,02-03-2024,19265,18232,1033
172921,4939,06-11-2022,99994,84939,15055
553157,1566,04-12-2023,13104,94263,-81159
203946,2450,18-06-2024,67940,66729,1211
659897,3776,13-09-2024,33326,7098,26228
743343,1537,15-08-2024,78173,43037,35136
471158,1376,26-04-2022,24354,81684,-57330
570047,5007,07-06-2024,25827,61583,-35756
749616,8425,30-12-2022,26510,4138,22372
594749,3498,21-11-2021,49515,6637,42878
140096,6917,05-07-2023,40043,45826,-5783
533228,2863,15-11-2022,84682,18792,65890
298969,9223,13-09-2024,20917,86006,-65089
646080,5068,11-07-2023,39191,86358,-47167
733425,6205,08-07-2023,44921,63665,-18744
806220,2217,11-05-2022,82018,98414,-16396
237329,7036,13-01-2024,10639,21501,-10862
942779,9865,15-10-2021,74508,78127,-3619
461918,4309,19-01-2022,59079,35657,23422
712521,6361,09-12-2022,91717,89598,2119
369309,4999,10-10-2023,5110,11575,-6465
476564,1341,24-11-2021,87889,65283,22606
736580,9116,19-12-2023,33545,54064,-20519
520172,7120,18-09-2023,28564,82534,-53970
