performance_id,company_id,date,revenue,profit,eps
155170,7239,05-06-2024,4706.6,-4166.72,40.44
886483,3022,03-01-2024,7108.18,-2154.46,12.74
356081,8773,02-11-2022,19416.1,-2724.5,48.42
876159,4567,18-05-2022,21348.11,-3689.85,37.16
238777,9010,28-08-2024,19652.53,-1558.32,49.2
622436,5386,25-12-2022,9148.95,10197.28,29.37
543962,4811,20-04-2023,6598.36,-4134.47,2.7
867922,8773,15-07-2022,29182,3160.7,3.48
883674,1103,16-04-2024,41187.9,10046.34,-1.84
417235,6115,16-06-2024,28623.24,4969.38,11.63
257560,7732,04-01-2022,5643.75,10567.2,30.85
359452,9012,09-05-2024,37891.41,3884.08,4.03
566049,9023,27-01-2024,24526.57,5963.97,16.86
994026,7204,27-12-2022,10965.44,12860.04,14.78
830824,4165,22-10-2021,18626.8,7837.37,43.69
249634,2074,30-04-2024,17342.75,5066.12,46.48
965978,3450,24-10-2021,19686.07,4255.23,6.07
702817,5097,09-09-2023,7015.97,8500.94,18.54
349111,5171,03-06-2022,33214.58,6758.35,3.86
547698,9309,28-01-2022,4680.06,11173.64,7.76
358056,4309,08-07-2024,23382.47,13675.22,10.15
792609,5785,13-04-2024,1279.94,3123.41,43.03
370131,2902,20-04-2024,11606.38,-319.38,-0.69
332396,4224,02-11-2022,25033.58,8072.34,6.3
245995,5525,03-12-2021,17615.91,-3632.11,24.79
506975,2450,16-07-2024,30783.19,2159.84,33.49
757427,9116,07-01-2024,18295.51,8629.81,-4.25
989028,9910,12-05-2024,2682.98,14514.14,38.4
429059,3891,20-03-2024,44506.41,11342.37,13.03
488818,9295,29-04-2022,39053.27,7015.74,11.46
580851,5068,06-05-2024,11332.03,2395.69,16.57
357382,1148,25-07-2022,29101.71,12227.16,-1.21
507548,9399,07-11-2022,45098.39,6418.9,22.47
575711,8425,26-11-2022,20083.02,-3069.73,36.35
271268,2640,09-04-2022,8837.38,3443.9,0.13
456712,2929,21-02-2023,30244.1,4818.91,19.31
714906,3292,10-11-2022,23542.14,-1945.06,-0.96
155454,8582,16-08-2022,6443.83,8592.17,-3.17
240862,8989,01-03-2024,36955.17,-4825.72,-4.46
797437,5097,22-12-2021,23991.94,10609.56,-2.34
915761,9535,18-12-2022,1898.5,-1502.73,45.67
470775,1118,03-10-2023,37709.59,-1567.21,5.22
735767,1711,29-03-2024,25462.67,1316.93,22.45
456051,8987,28-04-2023,46760.25,977.17,27.4
334554,9295,10-09-2022,47450.6,-1482.54,19.49
940685,1216,05-01-2024,31938.05,2287.54,20.16
557037,8925,07-12-2022,26286.84,3449.96,27.34
664793,1351,09-08-2024,2311.65,3260.98,43.6
960767,1208,01-03-2023,31163.3,6134.82,4.7
341532,8622,25-11-2023,29062.62,-1253.46,13.89
508537,9207,25-02-2022,29960.91,382.02,9.16
858745,3267,10-02-2023,2136.33,13470.12,49.76
914347,4689,19-03-2022,40429.91,-3631.58,39.33
453577,3453,13-10-2023,12377.44,5425.55,43.89
133180,1016,03-11-2022,2263.51,3296.21,25.98
722576,1341,11-06-2023,12017.37,10996.58,-2.04
643126,3461,12-08-2023,18094.26,4996.23,14.67
307983,6685,19-05-2022,1922.61,-738.87,29.01
600338,5459,30-04-2022,23224.93,5597.73,7.46
939445,9951,17-07-2022,15727.64,2590,32.39
272262,3051,09-04-2022,20260.81,-781.78,25.83
554012,4346,27-05-2022,9903.02,3186.31,-1.34
113300,2176,24-12-2023,24626.46,-2791.57,-3.67
572102,2011,11-06-2022,13327.7,-38.91,10.39
758730,4780,17-03-2023,31774.24,6077.19,3.82
161521,1711,03-02-2024,8294.72,1013.76,46.21
527291,1517,01-07-2023,27190.49,2431.79,10.74
375958,9116,27-12-2022,26591.76,6258.28,27
242728,8773,03-10-2023,49067.51,3219.91,-2.38
982395,5965,12-08-2023,1442.45,11364.58,-1.5
872712,1396,19-01-2023,16748.89,-3458.79,17.8
937006,5385,10-10-2022,45253.16,14246.79,48.67
928059,7223,16-12-2021,21779.3,12155.33,17.64
677573,5328,16-04-2022,5262.18,9264.84,0.1
119308,5965,05-04-2023,23688.7,611.73,8.51
102246,5328,22-05-2022,42780.5,7209.14,19.25
621502,9865,14-01-2023,25327.16,2845.63,43.01
740458,1396,04-03-2022,9638.79,8397.98,-3.77
899878,5459,16-12-2022,16464.31,-1571.15,28.47
360896,9004,29-10-2023,16191.9,-623.39,2.45
724214,4950,26-07-2024,22345.61,4303.48,8.86
727257,9248,21-05-2022,7182.66,1476.46,44.35
675515,7330,07-10-2022,16902.16,5628.22,28.17
489985,4968,11-11-2023,25242.84,3102.69,18.22
254167,8037,28-11-2023,41447.26,-4239.59,29.44
239023,3194,24-02-2024,23373.85,9439.25,46.63
206040,4165,08-08-2022,12997.52,-1790.91,19.19
906382,8740,15-07-2024,34868.71,-1596.79,19.76
770732,2711,19-12-2023,14701.7,-2945.4,9.22
836640,1435,17-09-2024,41712.22,13277.49,34.82
211757,4663,03-09-2022,26613.66,709.65,40.78
891165,1750,22-01-2024,45182.54,9334.81,32.17
702062,4208,19-01-2022,30223.49,8556.17,39.09
616051,4272,29-03-2023,28645.75,487.47,8.2
192498,5268,29-10-2023,37713.22,9007.77,25.02
390711,5785,06-09-2023,31064.85,-2214.16,-2.26
710730,5459,17-10-2021,24880.6,10320.37,-0.79
837944,7680,23-04-2023,13667.74,3085.61,15.99
143519,7662,23-11-2023,46098.29,9775.99,18.42
967191,7443,28-03-2023,49984.74,11430.46,17.49
939119,1566,06-10-2021,9820.22,12155.29,15.72
310347,5592,23-08-2023,14481.21,12980.63,24.58
976557,8357,10-01-2024,1869.77,8530.37,27.4
407655,2450,05-09-2023,21012.56,2662.45,36.29
400541,5808,16-11-2023,24948.6,7979.94,11.71
821997,2210,10-12-2022,37773.5,3268.27,-1.09
625458,6735,10-09-2024,46546.21,2306.11,39.39
750419,4367,27-09-2022,173.31,-2920.66,1.03
781610,1250,19-10-2023,33956.11,14155.03,49.3
631410,9818,02-08-2024,24483.88,7287.55,9.85
125923,8582,24-09-2022,48164.07,14231.4,46.36
734158,7942,20-09-2024,22400.31,-2728.3,14.15
945407,2901,15-10-2021,11069.61,9928.28,5.14
584037,5853,18-05-2024,31509.47,3204.01,34.5
312550,4968,21-08-2024,8974.88,-4533.78,14.97
785583,1735,06-02-2023,26804.64,13292.44,10.24
176580,5808,20-11-2022,19208.83,11963,45.14
247308,9901,06-02-2023,2281.77,9045.19,30.73
786633,2251,03-08-2024,36320.27,9600.17,26.07
196094,6016,21-10-2023,39154.09,3796.42,40.9
567604,1651,24-06-2024,9810.91,13508.56,47.39
377927,4100,03-02-2022,46908.97,6275.63,4.12
882621,5974,13-10-2021,26976.71,3790.82,0.59
250648,6691,13-01-2024,46310.17,13592.22,44.76
134943,3572,13-09-2023,49023.45,-2246.79,16.84
449106,2045,27-02-2022,37572.56,7687.89,-3.18
153411,4597,15-06-2023,1370.03,-2594.32,26.75
407511,5126,26-01-2023,44606.53,6910.58,0.22
205675,9007,07-01-2023,20568.46,-2835.64,1.28
582642,8026,08-06-2024,31650.74,-812.06,12.49
652524,6280,23-07-2024,42817.87,10566.28,24.94
551599,9023,30-03-2024,17432.32,2567.86,48.67
883933,3040,07-06-2022,9681.49,3346.15,10.43
797389,7470,31-10-2021,36478.45,3929.67,8.29
419284,8622,23-09-2022,11207.29,5275.52,27.24
480319,3368,27-01-2022,33406.4,5654.21,-1.93
616190,8576,11-10-2022,39361.96,8543.38,24.03
298965,9804,03-02-2023,12931.92,10127.11,45.14
785703,1063,28-09-2021,10772.47,9845.91,0.4
629764,5240,09-12-2022,33923.55,4662.06,22.53
560738,1216,14-05-2023,23004.35,361.77,9.25
475292,4726,25-12-2023,12456.42,-3801.93,42.39
370054,9399,22-08-2022,47780.28,6559.76,11.09
290194,2450,11-12-2021,5675,10629.01,17.72
712999,9910,25-08-2022,25898.84,8065.99,31.85
526929,8218,25-03-2024,20836.26,11567.43,13.59
761156,4100,31-10-2022,1043.47,-4268.66,31.71
174431,4896,18-07-2023,25490.67,6625.32,16.07
516831,2049,01-08-2022,31288.79,11983.87,11.56
951983,6016,08-10-2021,37413.77,9526.77,21.78
523487,2450,21-12-2021,11663.93,1010.5,40.83
547714,1785,15-06-2023,15305.67,3824.04,24.32
391643,2623,19-04-2024,21110.97,1274.41,15.53
225159,3411,01-09-2022,17974.16,-871.59,-2.51
897719,8218,09-06-2022,21855.22,9302.81,13.8
545180,3368,14-07-2024,29646.97,9422.13,19.92
402126,8350,17-02-2022,45443.44,7875.96,6.77
395794,8721,23-04-2024,2819.71,-4469.99,19.1
657742,9910,16-08-2024,36780.14,4314.31,11.09
862813,9207,18-07-2023,45682.05,14233.48,13.47
830258,5953,16-05-2022,40517.09,7393.44,16.33
364700,7635,01-03-2024,26123.91,8682.57,47.2
441596,5705,05-04-2023,23116.6,14012.58,35.92
439056,6319,04-09-2024,15784.03,11469.61,33.43
509233,1869,21-07-2023,35162.33,5436.04,33.89
672316,5882,31-12-2021,25970.71,12603.14,38.2
554141,4900,27-10-2022,38536.68,3714.79,43.33
596267,1165,09-06-2022,2297.28,4621.45,6.54
542368,3821,25-08-2023,44165.24,6504.94,11.71
522330,1651,21-07-2023,31974.75,1340.49,22.24
314836,9223,15-08-2024,42613.46,12798.26,-4.78
288340,9943,11-08-2023,9651.31,12652.18,11.62
769364,4165,06-04-2023,46262.73,-1827.09,16.86
297644,2901,06-07-2023,3233.72,12825.74,21.4
351831,1651,09-03-2024,13552.27,9423.27,22.41
328971,5382,21-01-2022,26480.7,-4809.65,44.92
906532,6319,08-03-2023,35634.09,1329.04,35.62
868419,9951,22-08-2023,48541.04,7415.02,2.35
295614,9197,24-05-2024,34695.95,5958,6.79
749210,9116,26-12-2022,29291.53,826.38,22.69
435795,7901,15-09-2023,23023.77,-1831.56,32.91
264757,9901,26-01-2023,10718.06,4728.54,1.97
991850,8357,20-10-2021,14330.48,8154.9,49.55
143282,4084,10-03-2023,22759,7536.54,49.49
198495,2693,01-07-2023,42000,10737.78,38.38
708699,5288,19-05-2024,8757.11,13018.79,30.11
832205,1882,03-12-2022,20714.94,14625.26,21.31
930077,7901,23-08-2022,30819.7,9224.86,44.01
727078,1351,02-06-2024,23968.21,13669.2,-2.31
940403,1808,06-06-2022,34982.41,1813.19,18.89
519361,9903,08-08-2024,32468.26,-2192.56,40.65
316663,6332,03-11-2021,23829.09,9449.77,43.22
596972,6229,08-03-2022,40237.76,8931.28,31.21
973550,7415,19-03-2022,39487.38,8428.15,12.3
827612,2210,04-10-2022,41978.83,6084.68,33.03
249160,1735,17-04-2022,11036.28,4288.14,35.8
692822,3821,08-09-2024,12267.32,-2008.63,12.34
505875,8357,16-05-2023,24855.04,1601.03,17.21
934562,3851,19-04-2022,27013.61,-2578.29,13.11
816531,2940,20-10-2021,38239.1,13044.71,25.39
647140,9619,19-07-2024,30286.93,2718.67,25.69
205944,4309,07-09-2022,19820.45,6693.87,43
207515,5808,12-04-2023,22751.74,1253.35,8.91
372045,8460,08-09-2024,39887.49,11726.44,26.73
963414,4165,20-06-2023,28885.73,6340.69,25.99
312071,6969,16-08-2024,49827.81,-4248.66,18.99
905623,2857,08-09-2022,8102.34,-2027.34,37.84
294927,7415,23-04-2022,24989.89,3206.79,14.71
975876,8905,31-05-2023,33142.5,4909.87,18.44
824327,1808,22-03-2022,31343.79,4332.93,37.12
275591,3453,11-07-2024,48750.27,9788.58,15.81
951867,9235,23-01-2022,12033.8,2832.61,42.13
472724,5889,31-10-2023,4976.68,12176.95,29.29
997358,5882,26-09-2021,11625.57,5750.66,2.26
973799,4086,01-02-2022,22115.93,-758.4,26.78
794738,5322,26-12-2023,28620.64,13218.86,14.8
818025,4367,06-01-2024,10873.12,6376,33.36
297570,7662,12-10-2023,3200.69,14488.89,24.39
946534,9951,27-06-2023,22559.58,2048.66,21.57
386452,9197,13-02-2022,10024.45,9675.2,45.37
933191,7120,26-01-2024,45451.4,10229.11,46.82
977649,5019,13-10-2022,13108.19,7776.98,26.5
197941,4059,28-07-2023,42999.28,3422.29,37.99
634022,3264,20-11-2022,21250.95,14900.82,40.23
855732,3703,25-11-2022,35952.62,1608.49,20.23
758155,5336,31-12-2022,22338.19,-1454.77,-0.2
476887,3194,18-08-2024,22475.36,11637.81,4.15
566788,9225,08-03-2023,27813.53,3007.81,39.55
741272,4107,12-12-2023,12982.6,5506.03,13.07
379796,8721,07-01-2024,15197.62,-53.31,3.27
262432,1148,27-08-2024,39146.32,-215.24,47.63
856744,3050,31-10-2023,6247.84,-3209.07,42.46
323634,5079,14-11-2021,16565.76,12662.8,29.07
778297,1082,11-07-2022,25039.32,13521.21,0.23
487454,4726,06-10-2022,12181.54,-4697.13,12.91
718069,4676,27-09-2021,27534.89,11674,0.24
475938,9442,05-12-2021,41461.42,12836.23,8.1
150507,1504,02-06-2024,24514.85,5335.97,12.32
964028,4465,05-04-2022,22149.23,-1219.47,13.91
165332,1435,22-10-2023,27329.28,3848.12,36.13
328730,4363,16-02-2023,26364.68,3714.21,-0.15
414095,9255,11-07-2022,30925.05,4316.51,36.85
913179,3572,18-01-2022,1928.33,5344.04,38
627486,8319,29-12-2021,1512.32,2662.66,4.52
184449,3326,12-05-2023,33078.39,-2257.78,25.31
393235,9317,19-10-2022,23443.57,8525.43,2.39
157738,1213,30-09-2022,41564.59,-4392.31,45.98
886808,3776,29-12-2022,26336.12,5836.27,26.08
993961,8319,20-11-2021,18209.3,12972.5,-0.41
970723,5249,02-11-2022,26135.16,3660.84,23.62
385505,9713,28-08-2024,33369.56,-1951.86,-4.51
621863,9865,08-06-2022,24804.56,-1401.02,47.32
115265,6083,04-12-2023,36860.85,5838.99,13.67
535927,3712,06-12-2021,42541.62,9986.68,39.75
441008,3368,11-07-2022,12373.33,5760.15,41.62
101400,3023,07-02-2024,2153.84,3257.34,35.89
151667,5097,25-05-2024,5071.36,13755.57,31.17
432103,3593,01-11-2023,39777.28,-2544.27,28.26
943520,2857,23-10-2022,16631.64,3994.5,30.56
857572,5322,28-01-2022,31264.63,13951.46,6.7
920933,7786,11-07-2022,19437.87,-2693.67,49.41
282018,4780,14-02-2022,7373.52,13565.88,31.7
121396,8797,11-04-2023,13398.18,2205.54,9.76
128961,2089,11-02-2024,46320.08,-763.59,17.05
173070,8817,26-02-2022,44207.69,2671.11,27.12
114960,8350,02-01-2022,24305.34,5961.12,14.74
541203,4208,28-02-2024,34974.45,7397.51,10.87
499505,2398,08-08-2024,37660.38,834.33,15.67
394633,7359,11-04-2023,42889.44,8300.17,24.74
109055,1807,24-10-2022,49716.29,622.42,38.48
947968,5713,12-08-2022,19627.78,8376.48,23.58
556621,8968,29-09-2022,13446.76,12505.47,10.72
956271,6324,25-12-2023,47826.4,-2531.1,34.12
221633,5247,02-02-2023,36484.98,9946.12,28.04
943721,9322,12-08-2024,748.09,-846.28,8.42
476787,7303,09-10-2021,31638.7,-4849.54,-3.3
390648,4369,21-03-2022,11582.42,-1223.66,38.86
405035,1227,20-12-2021,43024.67,3200.27,28.83
521796,5319,03-03-2022,5239.38,-462.19,30.44
677539,3712,02-04-2022,30652.68,11405.35,29.9
667552,5941,02-09-2023,46238.85,12408.79,49.81
851231,7263,22-11-2022,2830.64,6883.51,19.09
903616,7231,22-11-2023,5818.77,13829.34,49.14
542608,1768,19-09-2024,20526.85,5590.56,-2.35
604127,8442,02-09-2024,22988.57,-763.53,5.87
337240,5941,25-07-2024,12929.02,737.65,36.33
527253,9295,07-02-2024,31753.78,-2375.07,37.03
379256,9132,23-09-2024,36933.58,25.64,0.88
398318,6379,19-01-2024,41055.12,14769.63,48.83
499270,7264,04-07-2022,20814.64,5326.74,36.88
425301,4597,19-02-2024,25211.91,-2974.76,26.68
175540,1847,11-01-2024,35346.77,12844.11,43.59
392705,1732,20-02-2024,22175.41,7623.37,49.97
227337,7132,01-11-2021,27495.81,301.81,3.06
803766,1308,28-09-2021,43983.58,-4315.08,25.26
568608,5597,11-01-2023,20556.93,2077.66,31.32
783247,9951,20-09-2022,43580.97,14607.18,39.92
857431,3368,29-12-2023,17328.5,-2077,14.85
942821,8026,02-03-2022,38195.32,11218.47,34.44
421873,6080,12-04-2023,16652.94,306.86,21.77
668162,1902,13-04-2023,2391.85,-1549.74,14.07
329380,1118,06-02-2023,14968.97,2317.8,43.97
833637,8817,09-07-2022,45059.98,9786.54,-2.93
126507,1767,18-08-2023,16132.84,12439.55,14.67
585957,5770,11-08-2023,31508.07,-4721.46,7.02
433351,1750,06-10-2022,2380.68,-3362.95,24.22
643350,5749,06-12-2023,34272.14,-2826.15,6.46
247979,9007,15-06-2023,49879.89,2650.2,30.4
614266,3308,27-04-2023,30935.42,12736.05,43
889625,3887,01-09-2022,46578.99,-3011.56,47
780727,2049,04-04-2023,9131.49,12730.74,29.53
676990,8647,01-08-2022,32543.87,5839.05,43.88
922429,2013,31-05-2024,34794.02,2973,30.76
444814,3072,27-06-2022,4436.83,-2324.15,15.79
964689,7028,12-02-2022,17891.4,8072.57,29.15
245941,1553,11-12-2022,28355.18,8271.68,47.33
621408,7403,02-08-2022,19075.61,-1382.68,29.12
315676,1376,21-02-2022,4405.85,-2068.11,11.83
778114,8130,07-07-2024,15671.61,3161.05,18.23
635481,5240,12-03-2024,33765.48,3329.41,7.41
162438,4346,27-01-2024,48284.75,7728.45,1.57
866323,1847,26-10-2022,49940.81,645.59,18.1
753125,2940,24-01-2022,18526.23,8650.24,16.21
590457,3072,26-03-2022,6837.01,11318.42,24.38
582440,4363,28-08-2023,3444.69,12861.03,20.26
751402,6149,21-09-2023,43523.06,8373.12,33.29
825549,4100,15-10-2021,33431.66,7592.8,1.13
918066,7395,03-11-2022,23494.69,-4813.33,30.31
403448,5853,28-08-2023,18453,4802.7,12.26
744557,6539,20-07-2024,18842.82,-2097.92,27.85
439799,4726,07-05-2022,41378.39,11502.1,19.48
252066,7635,04-10-2022,46135.07,75.92,24.78
579781,1473,09-08-2024,41519.69,11704.76,29.85
371670,2074,30-12-2022,26818.27,11787.35,35.73
590271,5749,04-10-2021,46904.97,1508.42,36.63
525820,4465,25-03-2024,33357.95,-4504.48,27.86
346928,9197,03-12-2022,18300.53,10711.69,9.45
475574,8516,04-08-2023,34786.1,-761.31,18.88
723648,5330,10-03-2023,31838.28,8452.36,36.52
278297,5079,31-12-2022,16131.38,4654.98,10.37
787121,8357,21-07-2022,2459.56,6527.82,2.29
451362,5484,21-01-2023,41201.32,96.85,10.7
383334,5478,22-05-2023,3098.26,-4031.74,38.75
249534,7401,29-06-2023,33817.05,2529.11,-4.04
512944,5268,07-01-2022,36898.9,-763.18,19.16
860464,8425,18-08-2022,4614.92,14475.24,40.33
130043,6361,03-05-2023,32489.49,10977.86,9.64
487795,1208,26-12-2022,17758.46,5313.16,37.89
908966,8970,11-01-2024,44511.82,9733.56,25.85
866966,5988,22-08-2024,26220.63,14943.2,11.39
772549,5068,28-11-2023,34749.4,3784.78,16.35
297641,4689,24-04-2022,37499.16,7495.2,39.74
280624,2398,07-11-2023,28198.18,7825.98,25.7
755076,7901,16-11-2021,15909.3,6697.17,45.6
593551,7670,26-12-2023,46114.67,10790.55,36.74
924739,1833,19-06-2023,32145.06,5550.17,13.1
783929,8970,06-09-2024,14893.35,14653.62,40.79
804213,3461,10-07-2024,13776.6,1324.11,17.52
267610,5386,18-05-2024,13329.85,-4101.5,41.92
915477,1082,28-10-2021,17736.81,2103.16,16.79
218208,9128,13-08-2022,23513.48,4325.14,19.57
974949,1768,15-05-2023,35382.36,4026.06,43.15
438483,7454,26-09-2022,42825.93,8572.21,35.93
933627,2640,16-06-2023,29440.23,2183.25,36.5
323692,6539,05-12-2022,32347.26,-4420.7,36.83
774185,8483,06-07-2024,46178.51,3626.97,12.6
909326,9538,11-09-2023,16501.07,-4088.1,12.65
184167,5249,05-09-2024,30703.4,14919.49,0.9
745794,1644,27-06-2023,26825.22,12906.27,24.62
507833,7239,16-09-2024,13446.53,-462.92,42.41
174649,8425,15-07-2024,13763.4,2853.48,-0.55
112340,3108,22-05-2022,46787.83,7826.93,24.99
153385,7510,08-05-2022,114.34,-3289.12,6.11
191002,8218,04-11-2023,32956.38,8467.64,8.66
515201,9804,07-09-2023,24125.78,-2414.71,8.18
432246,1566,12-10-2022,32640.7,9206.59,25.04
140882,6229,03-01-2022,18053.18,14105.77,8.8
648167,9353,04-09-2023,2866.7,3672.73,33.6
890469,5713,29-05-2024,16539.73,1104.54,28.49
953544,7095,14-06-2022,45852.16,13226.34,41.85
231423,9694,03-10-2021,49236.64,8730.67,41.54
247231,6880,29-08-2023,46985.42,14878.24,23.42
874386,2193,26-10-2022,41525.83,-2070.43,39.13
363469,2785,24-12-2023,37071.53,2720.74,5.9
831186,7174,27-08-2024,15938.29,4467.94,6.48
399402,1118,28-10-2023,25794,6322.07,48.65
372545,6150,14-10-2023,46206.11,6019.13,25.25
569287,7011,05-11-2022,9051.51,3174.76,-2
558119,2215,08-05-2023,9359.21,10921.64,39.65
519138,9804,10-04-2023,22076.81,924.87,27.55
963572,8037,28-07-2022,40939.04,10594.64,9.71
434725,1213,20-11-2021,22970.73,10090.83,49.48
942167,7022,19-12-2021,33520.68,-1622.52,38.31
618635,8218,29-06-2024,9981.45,9043.74,22.31
504261,8011,20-10-2022,21903.54,2178.88,-3.83
969922,1847,16-09-2024,13629.24,-2552.88,16.87
462891,5525,21-07-2023,16032.31,10677.71,5.11
338775,2192,11-10-2021,17834.17,525.64,27.94
611155,4369,19-11-2023,27231.75,13581.48,48
689141,4567,29-06-2024,9432.92,11755.22,-0.81
472534,8469,29-06-2022,8666.52,-3148.16,47.62
963084,6352,25-10-2021,45409.13,-2222.28,28.19
230266,7132,20-06-2022,47204.99,-2700.93,2.37
950083,6352,29-08-2022,35291.44,7731.33,-4.85
173759,7165,30-10-2022,35714.76,-482.08,49.24
904510,5079,13-10-2023,49537.17,16,28.98
323052,1103,16-08-2024,9075.77,8789,-3.27
118159,2940,08-06-2022,31620.24,11429.83,3.87
989322,8218,06-02-2022,35855.35,9946.89,29.77
551848,5713,12-03-2024,29633.52,2199.18,38.26
697245,9082,21-10-2022,20513.55,-1370.05,31.71
155970,7443,21-07-2024,30683.85,8422.35,49.59
485838,3703,21-03-2022,983.97,10047.73,37.64
263245,3308,13-10-2023,8940.07,191.04,36.2
255155,6663,22-01-2022,28134.21,-1811.21,36.26
795703,9619,05-04-2024,43456.29,12894.76,26.24
701029,2693,01-12-2021,17559.51,7533.14,37.16
441528,5575,29-11-2022,12427.43,14295.48,32.25
871991,4091,03-05-2023,47432.99,5108.44,48.78
646442,2398,02-08-2022,49263.29,8692.03,11.31
836862,9719,18-06-2024,43182.22,-2291.69,31.35
983703,8721,31-05-2022,35102.32,11464.82,28.13
437953,1869,21-06-2022,22015.42,3713.67,36.56
668279,2711,26-01-2024,30863.73,-4729.98,31.08
966448,5749,20-12-2022,49462.24,4435.67,17.23
434589,8702,01-02-2023,48039.06,8469.92,7.57
992754,2672,16-07-2023,48365.41,7735.56,23.19
599288,4461,03-02-2023,26519.26,11594.54,25.41
547156,1351,21-04-2022,40893.24,8352.97,41.11
800164,9731,27-08-2024,24495.82,3463.25,1.13
839305,1216,13-11-2021,43088.82,-2664.08,42.29
817906,9442,09-08-2024,13637.45,2923.24,36.8
672176,5004,13-11-2021,848.69,5473.42,1.64
902859,8030,28-04-2023,35965.94,14737.47,29.15
674273,5171,17-01-2023,40396.34,10138.25,1.15
385526,4241,15-05-2023,18278.65,62.15,41.47
882511,8691,21-08-2023,39104.93,7078.54,11.19
104186,5288,20-10-2023,32478.86,6997.84,15.41
510290,9004,24-06-2023,36559.28,8361.46,-0.16
166386,4703,14-05-2024,16741.17,292,22.15
987171,6759,30-07-2023,7016.01,10003.89,4.71
424820,4309,20-01-2023,19748.81,4118.98,0.32
236257,3222,22-01-2023,2675.81,-4186.4,45.08
440139,1947,14-02-2023,28118.53,620.6,29.09
144225,5097,13-07-2022,13131.05,9760.07,6.07
444924,6318,20-04-2024,26207.23,-4374.21,41.96
357269,8138,08-06-2024,23974.12,8413.85,11.13
793595,7011,02-04-2024,15322.53,-2045.72,43.61
245320,9672,06-11-2021,49653.01,2010.91,45.04
462080,1768,12-05-2022,18242.9,957.2,-4.08
772951,4198,08-12-2022,4321.5,-1800.75,11.44
305328,5974,01-10-2022,46967.71,-3602.47,4.16
742331,9596,15-04-2023,45188.39,-3281.28,2.79
863358,2579,21-05-2024,40625.3,9572.63,26.84
883345,7838,24-10-2023,25630.69,6665.49,-2.01
422808,5484,01-04-2024,20973.63,13640.86,38.67
453592,8469,11-02-2022,541.8,-2147.45,17.78
200063,2194,15-11-2022,24980.45,-1343.1,13
623960,9042,12-04-2023,19545.34,-4088.52,35.03
209857,9004,17-12-2022,45243.2,8293.37,34.9
951610,3222,29-11-2022,21331.51,3323.97,2.98
426785,5459,12-05-2022,11563.99,1481.2,10.55
757632,1208,05-07-2024,17772.81,2685.04,45.57
247798,3593,09-07-2023,24288.75,-4533.15,5.31
872726,5247,06-07-2024,21406.65,8818.5,36.35
472764,3721,26-06-2023,38153.67,6460.58,44.21
293571,9474,14-10-2021,8978.74,7711.45,15.08
296234,9941,15-09-2024,12669.31,10121.13,44.64
721142,4461,26-02-2022,35790.7,12382.89,47.3
774013,4367,26-10-2023,28907.45,-4161.57,5.39
574908,5484,18-04-2023,45252.77,2528.22,22.14
759188,3368,05-09-2022,33914.71,-21.76,0.2
968959,1016,05-05-2022,6423.49,6527.18,34.18
773892,6917,13-06-2023,39830.71,13030.32,3.13
756683,5382,24-09-2024,13845.46,10055.13,4.39
944564,5705,12-02-2023,25331.78,7021.12,12.05
203594,4224,17-06-2023,35804.74,-401.88,28.51
883096,3791,31-01-2022,31480.62,12687.26,25.63
611729,4363,18-04-2022,40236.46,8908.64,14.63
955637,2213,11-08-2024,17534.09,1575.49,45.28
550819,1008,11-01-2022,27000.61,-1619.74,30.24
232595,3832,28-06-2024,12835.46,963.37,8.7
537488,4091,19-08-2024,6377.92,3467.48,20.36
449106,4363,17-12-2021,6916.94,13329.78,35.12
561442,9538,09-01-2024,42222.6,12035.85,-3.95
800492,1173,22-09-2022,10845.58,7216.85,30.45
754135,1341,25-08-2024,48124.39,-2683.66,38.29
696890,3828,23-07-2024,43856.31,7611.99,40.53
506160,5941,25-04-2022,38464.71,-2796.21,1.43
130639,9951,08-08-2022,264.89,-122.49,6.12
367957,3453,22-06-2023,24745.08,-2355.58,22.29
931029,8691,21-02-2022,1900.37,-2700.97,20.05
187929,8976,13-05-2023,20308.44,-627.08,22.82
594743,5171,21-06-2023,34701.95,-843.2,39.5
413540,6083,30-09-2023,29318.08,-4570.66,17.26
341527,6691,25-07-2023,21258.71,9294.15,25.03
302988,3144,26-02-2023,26832.52,-1397.24,31.66
969913,1882,01-10-2022,30967.56,2116.11,46.55
590719,1386,20-12-2021,16840.9,3524.6,-0.94
928684,6685,30-04-2023,22893.04,-3951.32,2.63
206797,8647,07-04-2024,30897.93,8419.28,22.25
995610,4947,18-01-2024,20316.1,-256.74,18.01
858718,3291,29-07-2024,24989.5,-4361.27,15.19
219873,9865,22-02-2023,45865.06,12794.96,-2.79
420390,8343,20-11-2021,7256.67,-3792.87,-2.93
360616,8425,21-03-2023,43152.91,6092.2,27.93
149477,4177,25-02-2024,22882.34,-3898.3,31.51
282616,7256,27-06-2022,24266.05,661.48,19.16
162065,5386,29-07-2023,48183.08,9576.04,-1.55
503487,5575,21-12-2023,40507.14,1688.69,16.98
891444,1566,25-04-2023,25466.78,8245.1,44.96
866891,3051,23-05-2022,42154.56,-4764.37,19.36
430596,7239,01-03-2024,8203.66,-4317.67,14.45
373842,5079,04-07-2024,25328.35,2981.89,0.56
624603,7209,22-04-2022,23941.05,11839.12,39.79
